"Date","Facebook Page","Followers","Net Follower Growth","Published Posts","Views","Organic Views","Paid Views","Reach","Organic Reach","Paid Reach","Engagements","Reactions","Comments","Shares","Post Link Clicks","Other Post Clicks","Page Actions","Engagement Rate (per View)","Video Views","Full Video Views","Partial Video Views","Organic Video Views","Organic Full Video Views","Organic Partial Video Views","Paid Video Views","Paid Full Video Views","Paid Partial Video Views","Click to Play Video Views","Autoplay Video Views"
"04-14-2023","The Chicago Public Education Fund","2,249","0","0","22","21","0","8","","0","1","0","0","0","1","0","0","4.55%","0","0","0","0","0","0","0","0","0","0","0"
"04-15-2023","The Chicago Public Education Fund","2,249","0","0","10","10","0","10","","0","1","0","0","0","0","1","0","10%","1","1","0","1","1","0","0","0","0","0","1"
"04-16-2023","The Chicago Public Education Fund","2,249","0","0","12","12","0","11","","0","2","0","0","0","0","2","0","16.67%","3","0","3","3","0","3","0","0","0","1","2"
"04-17-2023","The Chicago Public Education Fund","2,249","0","0","21","20","0","10","","0","2","0","0","0","0","2","0","9.52%","0","0","0","0","0","0","0","0","0","0","0"
"04-18-2023","The Chicago Public Education Fund","2,249","0","0","8","8","0","8","","0","0","0","0","0","0","0","0","0%","1","0","1","1","0","1","0","0","0","0","1"
"04-19-2023","The Chicago Public Education Fund","2,249","0","0","13","13","0","7","","0","1","0","0","0","0","1","0","7.69%","2","1","1","2","1","1","0","0","0","0","2"
"04-20-2023","The Chicago Public Education Fund","2,249","0","1","159","158","0","126","","0","34","6","0","0","0","28","0","21.38%","2","0","2","2","0","2","0","0","0","0","2"
"04-21-2023","The Chicago Public Education Fund","2,249","0","0","70","69","0","63","","0","6","1","0","0","0","5","0","8.57%","1","1","0","1","1","0","0","0","0","1","0"
"04-22-2023","The Chicago Public Education Fund","2,249","0","0","24","24","0","22","","0","1","0","0","0","0","1","0","4.17%","1","0","1","1","0","1","0","0","0","0","1"
"04-23-2023","The Chicago Public Education Fund","2,250","1","0","36","36","0","29","","0","2","0","0","0","0","2","0","5.56%","1","0","1","1","0","1","0","0","0","0","1"
"04-24-2023","The Chicago Public Education Fund","2,249","-1","0","21","21","0","19","","0","4","0","0","0","0","4","0","19.05%","0","0","0","0","0","0","0","0","0","0","0"
"04-25-2023","The Chicago Public Education Fund","2,249","0","0","12","12","0","12","","0","1","0","0","0","0","1","0","8.33%","1","0","1","1","0","1","0","0","0","0","1"
"04-26-2023","The Chicago Public Education Fund","2,249","0","0","8","6","0","7","","0","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"04-27-2023","The Chicago Public Education Fund","2,251","2","0","15","13","0","12","","0","2","0","0","0","0","2","0","13.33%","0","0","0","0","0","0","0","0","0","0","0"
"04-28-2023","The Chicago Public Education Fund","2,251","0","0","10","7","0","6","","0","2","0","0","0","0","2","0","20%","2","2","0","2","2","0","0","0","0","1","1"
"04-29-2023","The Chicago Public Education Fund","2,251","0","0","15","15","0","14","","0","4","0","0","0","0","4","0","26.67%","2","2","0","2","2","0","0","0","0","0","2"
"04-30-2023","The Chicago Public Education Fund","2,251","0","0","11","11","0","11","","0","1","0","0","0","0","1","0","9.09%","4","0","4","4","0","4","0","0","0","1","3"
"05-01-2023","The Chicago Public Education Fund","2,250","-1","0","27","26","0","13","","0","0","0","0","0","0","0","0","0%","1","1","0","1","1","0","0","0","0","0","1"
"05-02-2023","The Chicago Public Education Fund","2,250","0","0","41","37","0","5","","0","2","0","0","0","0","2","0","4.88%","0","0","0","0","0","0","0","0","0","0","0"
"05-03-2023","The Chicago Public Education Fund","2,251","1","2","1,590","1,587","0","1,364","","0","300","22","1","1","0","276","0","18.87%","1","1","0","1","1","0","0","0","0","0","1"
"05-04-2023","The Chicago Public Education Fund","2,250","-1","1","516","514","0","465","","0","81","10","1","0","1","69","0","15.7%","3","2","1","3","2","1","0","0","0","0","3"
"05-05-2023","The Chicago Public Education Fund","2,250","0","0","125","123","0","111","","0","24","1","0","0","0","23","0","19.2%","2","2","0","2","2","0","0","0","0","0","2"
"05-06-2023","The Chicago Public Education Fund","2,250","0","0","137","137","0","120","","0","18","3","1","0","0","14","0","13.14%","2","1","1","2","1","1","0","0","0","0","2"
"05-07-2023","The Chicago Public Education Fund","2,250","0","0","56","56","0","52","","0","4","1","0","0","2","1","0","7.14%","0","0","0","0","0","0","0","0","0","0","0"
"05-08-2023","The Chicago Public Education Fund","2,250","0","0","25","23","0","22","","0","1","0","0","0","0","1","0","4%","0","0","0","0","0","0","0","0","0","0","0"
"05-09-2023","The Chicago Public Education Fund","2,251","1","0","24","22","0","22","","0","2","0","0","0","0","2","0","8.33%","1","0","1","1","0","1","0","0","0","0","1"
"05-10-2023","The Chicago Public Education Fund","2,251","0","0","80","79","0","27","","0","5","0","0","0","0","5","0","6.25%","0","0","0","0","0","0","0","0","0","0","0"
"05-11-2023","The Chicago Public Education Fund","2,251","0","0","15","14","0","15","","0","4","0","0","0","0","4","0","26.67%","1","1","0","1","1","0","0","0","0","0","1"
"05-12-2023","The Chicago Public Education Fund","2,251","0","0","20","20","0","19","","0","1","0","0","0","0","1","0","5%","0","0","0","0","0","0","0","0","0","0","0"
"05-13-2023","The Chicago Public Education Fund","2,251","0","0","24","24","0","24","","0","1","0","0","0","0","1","0","4.17%","1","0","1","1","0","1","0","0","0","0","1"
"05-14-2023","The Chicago Public Education Fund","2,251","0","0","12","12","0","11","","0","2","0","0","0","0","2","0","16.67%","3","2","1","3","2","1","0","0","0","1","2"
"05-15-2023","The Chicago Public Education Fund","2,251","0","1","119","117","0","99","","0","28","3","0","0","0","25","0","23.53%","0","0","0","0","0","0","0","0","0","0","0"
"05-16-2023","The Chicago Public Education Fund","2,252","1","1","281","279","0","228","","0","46","7","0","0","1","38","0","16.37%","2","1","1","2","1","1","0","0","0","0","2"
"05-17-2023","The Chicago Public Education Fund","2,253","1","0","73","73","0","69","","0","7","1","0","0","0","6","0","9.59%","4","1","3","4","1","3","0","0","0","0","4"
"05-18-2023","The Chicago Public Education Fund","2,253","0","1","92","91","0","49","","0","6","1","0","0","0","5","0","6.52%","2","0","2","2","0","2","0","0","0","0","2"
"05-19-2023","The Chicago Public Education Fund","2,254","1","1","39","39","0","35","","0","4","1","0","0","0","3","0","10.26%","2","1","1","2","1","1","0","0","0","0","2"
"05-20-2023","The Chicago Public Education Fund","2,254","0","0","38","37","0","25","","0","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"05-21-2023","The Chicago Public Education Fund","2,254","0","0","20","20","0","12","","0","4","0","0","0","1","3","0","20%","2","1","1","2","1","1","0","0","0","0","2"
"05-22-2023","The Chicago Public Education Fund","2,254","0","1","126","122","0","120","","0","7","1","0","0","1","5","0","5.56%","2","0","2","2","0","2","0","0","0","0","2"
"05-23-2023","The Chicago Public Education Fund","2,254","0","1","200","197","0","193","","0","13","4","0","0","0","9","0","6.5%","1","0","1","1","0","1","0","0","0","0","1"
"05-24-2023","The Chicago Public Education Fund","2,254","0","1","165","163","0","140","","0","16","4","0","0","1","11","0","9.7%","6","4","2","6","4","2","0","0","0","0","6"
"05-25-2023","The Chicago Public Education Fund","2,254","0","2","480","479","0","275","","0","64","11","0","0","0","53","0","13.33%","0","0","0","0","0","0","0","0","0","0","0"
"05-26-2023","The Chicago Public Education Fund","2,254","0","0","223","216","0","158","","0","30","1","0","0","0","29","0","13.45%","2","1","1","2","1","1","0","0","0","0","2"
"05-27-2023","The Chicago Public Education Fund","2,254","0","0","86","82","0","60","","0","5","0","0","0","0","5","0","5.81%","0","0","0","0","0","0","0","0","0","0","0"
"05-28-2023","The Chicago Public Education Fund","2,254","0","0","31","31","0","27","","0","5","0","0","0","0","5","0","16.13%","1","1","0","1","1","0","0","0","0","0","1"
"05-29-2023","The Chicago Public Education Fund","2,254","0","0","35","34","0","30","","0","1","0","0","0","0","1","0","2.86%","0","0","0","0","0","0","0","0","0","0","0"
"05-30-2023","The Chicago Public Education Fund","2,254","0","0","31","31","0","29","","0","1","0","0","0","0","1","0","3.23%","1","0","1","1","0","1","0","0","0","0","1"
"05-31-2023","The Chicago Public Education Fund","2,254","0","1","35","34","0","31","","0","4","0","0","0","0","4","0","11.43%","1","0","1","1","0","1","0","0","0","0","1"
"06-01-2023","The Chicago Public Education Fund","2,254","0","1","65","64","0","41","","0","3","0","0","0","0","3","0","4.62%","1","1","0","1","1","0","0","0","0","0","1"
"06-02-2023","The Chicago Public Education Fund","2,254","0","0","32","31","0","23","","0","1","0","0","0","0","1","0","3.13%","2","1","1","2","1","1","0","0","0","0","2"
"06-03-2023","The Chicago Public Education Fund","2,254","0","0","25","23","0","15","","0","3","1","0","0","0","2","0","12%","1","0","1","1","0","1","0","0","0","0","1"
"06-04-2023","The Chicago Public Education Fund","2,254","0","0","14","12","0","12","","0","0","0","0","0","0","0","0","0%","3","0","3","3","0","3","0","0","0","0","3"
"06-05-2023","The Chicago Public Education Fund","2,254","0","0","101","98","0","13","","0","3","0","0","0","1","2","0","2.97%","2","2","0","2","2","0","0","0","0","0","2"
"06-06-2023","The Chicago Public Education Fund","2,254","0","1","27","27","0","27","","0","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"06-07-2023","The Chicago Public Education Fund","2,254","0","0","28","27","0","19","","0","1","0","0","0","0","1","0","3.57%","2","2","0","2","2","0","0","0","0","0","2"
"06-08-2023","The Chicago Public Education Fund","2,254","0","1","205","204","0","196","","0","50","11","1","0","0","38","0","24.39%","0","0","0","0","0","0","0","0","0","0","0"
"06-09-2023","The Chicago Public Education Fund","2,254","0","0","134","124","0","97","","0","14","3","0","0","0","11","0","10.45%","2","1","1","2","1","1","0","0","0","0","2"
"06-10-2023","The Chicago Public Education Fund","2,254","0","0","27","27","0","27","","0","1","0","0","0","0","1","0","3.7%","2","1","1","2","1","1","0","0","0","0","2"
"06-11-2023","The Chicago Public Education Fund","2,254","0","0","29","27","0","26","","0","2","0","0","0","0","2","0","6.9%","0","0","0","0","0","0","0","0","0","0","0"
"06-12-2023","The Chicago Public Education Fund","2,255","1","0","21","19","0","20","","0","2","0","0","0","1","1","0","9.52%","2","2","0","2","2","0","0","0","0","0","2"
"06-13-2023","The Chicago Public Education Fund","2,255","0","0","117","104","0","50","","0","13","11","0","0","0","2","0","11.11%","2","1","1","2","1","1","0","0","0","0","2"
"06-14-2023","The Chicago Public Education Fund","2,256","1","1","63","58","0","48","","0","7","2","0","0","2","3","0","11.11%","3","3","0","3","3","0","0","0","0","0","3"
"06-15-2023","The Chicago Public Education Fund","2,256","0","1","153","150","0","139","","0","59","5","0","0","0","54","0","38.56%","1","0","1","1","0","1","0","0","0","0","1"
"06-16-2023","The Chicago Public Education Fund","2,256","0","1","186","177","0","146","","0","40","12","1","0","4","23","0","21.51%","1","1","0","1","1","0","0","0","0","0","1"
"06-17-2023","The Chicago Public Education Fund","2,256","0","0","199","198","0","66","","0","3","0","0","0","0","3","0","1.51%","1","0","1","1","0","1","0","0","0","0","1"
"06-18-2023","The Chicago Public Education Fund","2,256","0","0","32","32","0","28","","0","3","0","0","0","0","3","0","9.38%","0","0","0","0","0","0","0","0","0","0","0"
"06-19-2023","The Chicago Public Education Fund","2,256","0","0","23","22","0","16","","0","1","1","0","0","0","0","0","4.35%","0","0","0","0","0","0","0","0","0","0","0"
"06-20-2023","The Chicago Public Education Fund","2,257","1","1","353","345","0","296","","0","167","42","16","4","10","95","0","47.31%","0","0","0","0","0","0","0","0","0","0","0"
"06-21-2023","The Chicago Public Education Fund","2,258","1","1","329","326","0","307","","0","99","27","7","2","17","46","0","30.09%","1","0","1","1","0","1","0","0","0","0","1"
"06-22-2023","The Chicago Public Education Fund","2,259","1","0","168","167","0","162","","0","20","6","2","1","1","10","0","11.9%","1","1","0","1","1","0","0","0","0","0","1"
"06-23-2023","The Chicago Public Education Fund","2,259","0","0","159","159","0","156","","0","23","3","0","0","3","17","0","14.47%","1","1","0","1","1","0","0","0","0","1","0"
"06-24-2023","The Chicago Public Education Fund","2,259","0","0","61","61","0","60","","0","6","2","0","0","2","2","0","9.84%","0","0","0","0","0","0","0","0","0","0","0"
"06-25-2023","The Chicago Public Education Fund","2,259","0","0","48","48","0","47","","0","6","0","1","0","1","4","0","12.5%","0","0","0","0","0","0","0","0","0","0","0"
"06-26-2023","The Chicago Public Education Fund","2,259","0","0","62","55","0","41","","0","6","1","0","0","0","5","0","9.68%","0","0","0","0","0","0","0","0","0","0","0"
"06-27-2023","The Chicago Public Education Fund","2,259","0","1","156","154","0","126","","0","13","2","1","0","2","8","0","8.33%","8","1","7","8","1","7","0","0","0","2","6"
"06-28-2023","The Chicago Public Education Fund","2,259","0","1","83","75","0","62","","0","3","0","0","0","1","2","0","3.61%","1","0","1","1","0","1","0","0","0","0","1"
"06-29-2023","The Chicago Public Education Fund","2,259","0","1","71","64","0","58","","0","1","0","0","0","1","0","0","1.41%","6","5","1","6","5","1","0","0","0","0","6"
"06-30-2023","The Chicago Public Education Fund","2,260","1","0","53","49","0","40","","0","6","2","0","0","2","2","0","11.32%","6","4","2","6","4","2","0","0","0","0","6"
"07-01-2023","The Chicago Public Education Fund","2,260","0","0","20","20","0","18","","0","0","0","0","0","0","0","0","0%","1","0","1","1","0","1","0","0","0","0","1"
"07-02-2023","The Chicago Public Education Fund","2,260","0","0","22","19","0","16","","0","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"07-03-2023","The Chicago Public Education Fund","2,260","0","0","8","8","0","8","","0","1","0","0","0","1","0","0","12.5%","1","0","1","1","0","1","0","0","0","0","1"
"07-04-2023","The Chicago Public Education Fund","2,260","0","0","6","6","0","6","","0","0","0","0","0","0","0","0","0%","1","1","0","1","1","0","0","0","0","0","1"
"07-05-2023","The Chicago Public Education Fund","2,260","0","0","20","19","0","19","","0","2","0","0","0","2","0","0","10%","4","1","3","4","1","3","0","0","0","0","4"
"07-06-2023","The Chicago Public Education Fund","2,260","0","0","28","23","0","22","","0","4","0","0","0","0","4","0","14.29%","0","0","0","0","0","0","0","0","0","0","0"
"07-07-2023","The Chicago Public Education Fund","2,260","0","0","26","26","0","21","","0","6","0","0","0","1","5","0","23.08%","0","0","0","0","0","0","0","0","0","0","0"
