"Date","Facebook Page","Followers","Net Follower Growth","Published Posts","Views","Organic Views","Paid Views","Reach","Organic Reach","Paid Reach","Engagements","Reactions","Comments","Shares","Post Link Clicks","Other Post Clicks","Page Actions","Engagement Rate (per View)","Video Views","Full Video Views","Partial Video Views","Organic Video Views","Organic Full Video Views","Organic Partial Video Views","Paid Video Views","Paid Full Video Views","Paid Partial Video Views","Click to Play Video Views","Autoplay Video Views"
"05-07-2024","The Chicago Public Education Fund","2,307","0","1","173","173","0","136","","0","5","2","0","0","0","3","0","2.89%","2","0","2","2","0","2","0","0","0","0","2"
"05-08-2024","The Chicago Public Education Fund","2,307","0","0","100","100","0","73","","0","3","1","0","0","0","2","0","3%","0","0","0","0","0","0","0","0","0","0","0"
"05-09-2024","The Chicago Public Education Fund","2,307","0","1","134","134","0","114","","0","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"05-10-2024","The Chicago Public Education Fund","2,307","0","0","75","75","0","67","","0","1","1","0","0","0","0","0","1.33%","1","1","0","1","1","0","0","0","0","1","0"
"05-11-2024","The Chicago Public Education Fund","2,307","0","0","56","56","0","50","","0","0","0","0","0","0","0","0","0%","2","0","2","2","0","2","0","0","0","0","2"
"05-12-2024","The Chicago Public Education Fund","2,307","0","0","48","48","0","46","","0","1","0","0","0","0","1","0","2.08%","1","0","1","1","0","1","0","0","0","0","1"
"05-13-2024","The Chicago Public Education Fund","2,308","1","0","47","47","0","29","","0","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"05-14-2024","The Chicago Public Education Fund","2,309","1","0","37","37","0","19","","0","2","0","0","0","2","0","0","5.41%","0","0","0","0","0","0","0","0","0","0","0"
"05-15-2024","The Chicago Public Education Fund","2,309","0","1","100","100","0","98","","0","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"05-16-2024","The Chicago Public Education Fund","2,309","0","0","42","42","0","36","","0","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"05-17-2024","The Chicago Public Education Fund","2,309","0","0","29","29","0","28","","0","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"05-18-2024","The Chicago Public Education Fund","2,309","0","0","25","25","0","24","","0","0","0","0","0","0","0","0","0%","1","0","1","1","0","1","0","0","0","0","1"
"05-19-2024","The Chicago Public Education Fund","2,308","-1","0","25","25","0","25","","0","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"05-20-2024","The Chicago Public Education Fund","2,309","1","0","16","16","0","16","","0","0","0","0","0","0","0","0","0%","3","1","2","3","1","2","0","0","0","0","3"
"05-21-2024","The Chicago Public Education Fund","2,309","0","0","14","14","0","12","","0","0","0","0","0","0","0","0","0%","1","0","1","1","0","1","0","0","0","0","1"
"05-22-2024","The Chicago Public Education Fund","2,308","-1","1","506","506","0","435","","0","0","0","0","0","0","0","0","0%","1","0","1","1","0","1","0","0","0","0","1"
"05-23-2024","The Chicago Public Education Fund","2,309","1","1","248","248","0","220","","0","256","37","2","3","0","214","0","103.23%","1","0","1","1","0","1","0","0","0","0","1"
"05-24-2024","The Chicago Public Education Fund","2,309","0","0","113","113","0","107","","0","46","6","1","0","0","39","0","40.71%","0","0","0","0","0","0","0","0","0","0","0"
"05-25-2024","The Chicago Public Education Fund","2,309","0","0","55","55","0","50","","0","6","2","0","0","0","4","0","10.91%","0","0","0","0","0","0","0","0","0","0","0"
"05-26-2024","The Chicago Public Education Fund","2,309","0","0","35","35","0","33","","0","6","1","0","0","0","5","0","17.14%","2","0","2","2","0","2","0","0","0","0","2"
"05-27-2024","The Chicago Public Education Fund","2,309","0","2","155","155","0","116","","0","4","0","0","0","0","4","0","2.58%","0","0","0","0","0","0","0","0","0","0","0"
"05-28-2024","The Chicago Public Education Fund","2,310","1","0","131","131","0","54","","0","7","2","0","1","3","1","0","5.34%","1","0","1","1","0","1","0","0","0","0","1"
"05-29-2024","The Chicago Public Education Fund","2,310","0","0","28","28","0","26","","0","2","0","0","0","0","2","0","7.14%","0","0","0","0","0","0","0","0","0","0","0"
"05-30-2024","The Chicago Public Education Fund","2,311","1","0","31","31","0","24","","0","3","1","0","0","0","2","0","9.68%","0","0","0","0","0","0","0","0","0","0","0"
"05-31-2024","The Chicago Public Education Fund","2,311","0","0","21","21","0","20","","0","1","0","0","0","0","1","0","4.76%","1","0","1","1","0","1","0","0","0","0","1"
"06-01-2024","The Chicago Public Education Fund","2,311","0","0","27","27","0","26","","0","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"06-02-2024","The Chicago Public Education Fund","2,311","0","0","71","71","0","24","","0","5","0","0","0","0","5","0","7.04%","2","1","1","2","1","1","0","0","0","0","2"
"06-03-2024","The Chicago Public Education Fund","2,312","1","0","81","81","0","30","","0","1","0","0","0","0","1","0","1.23%","1","1","0","1","1","0","0","0","0","0","1"
"06-04-2024","The Chicago Public Education Fund","2,311","-1","1","40","40","0","26","","0","0","0","0","0","0","0","0","0%","5","1","4","5","1","4","0","0","0","1","4"
"06-05-2024","The Chicago Public Education Fund","2,312","1","1","38","38","0","34","","0","3","2","0","0","0","1","0","7.89%","2","2","0","2","2","0","0","0","0","0","2"
"06-06-2024","The Chicago Public Education Fund","2,312","0","1","152","152","0","99","","0","5","4","0","1","0","0","0","3.29%","11","6","5","11","6","5","0","0","0","0","11"
"06-07-2024","The Chicago Public Education Fund","2,312","0","1","89","89","0","70","","0","4","2","1","0","0","1","0","4.49%","0","0","0","0","0","0","0","0","0","0","0"
"06-08-2024","The Chicago Public Education Fund","2,312","0","0","74","74","0","41","","0","5","2","0","0","2","1","0","6.76%","2","0","2","2","0","2","0","0","0","0","2"
"06-09-2024","The Chicago Public Education Fund","2,312","0","0","34","34","0","33","","0","1","0","0","0","1","0","0","2.94%","1","0","1","1","0","1","0","0","0","0","1"
"06-10-2024","The Chicago Public Education Fund","2,312","0","2","118","118","0","51","","0","2","1","0","0","1","0","0","1.69%","2","1","1","2","1","1","0","0","0","0","2"
"06-11-2024","The Chicago Public Education Fund","2,312","0","1","114","114","0","90","","0","1","1","0","0","0","0","0","0.88%","1","1","0","1","1","0","0","0","0","0","1"
"06-12-2024","The Chicago Public Education Fund","2,312","0","0","34","34","0","31","","0","5","2","0","0","3","0","0","14.71%","2","2","0","2","2","0","0","0","0","1","1"
"06-13-2024","The Chicago Public Education Fund","2,312","0","1","238","238","0","146","","0","0","0","0","0","0","0","0","0%","3","0","3","3","0","3","0","0","0","0","3"
"06-14-2024","The Chicago Public Education Fund","2,311","-1","0","70","70","0","64","","0","38","2","0","0","1","35","0","54.29%","0","0","0","0","0","0","0","0","0","0","0"
"06-15-2024","The Chicago Public Education Fund","2,310","-1","1","67","67","0","61","","0","6","0","0","0","0","6","0","8.96%","0","0","0","0","0","0","0","0","0","0","0"
"06-16-2024","The Chicago Public Education Fund","2,311","1","0","38","38","0","34","","0","7","1","0","0","4","2","0","18.42%","0","0","0","0","0","0","0","0","0","0","0"
"06-17-2024","The Chicago Public Education Fund","2,311","0","0","27","27","0","25","","0","1","0","0","0","0","1","0","3.7%","1","0","1","1","0","1","0","0","0","0","1"
"06-18-2024","The Chicago Public Education Fund","2,311","0","1","127","127","0","121","","0","4","0","0","0","1","3","0","3.15%","1","0","1","1","0","1","0","0","0","0","1"
"06-19-2024","The Chicago Public Education Fund","2,311","0","1","109","109","0","53","","0","3","0","0","1","0","2","0","2.75%","0","0","0","0","0","0","0","0","0","0","0"
"06-20-2024","The Chicago Public Education Fund","2,311","0","0","25","25","0","25","","0","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"06-21-2024","The Chicago Public Education Fund","2,310","-1","0","26","26","0","23","","0","0","0","0","0","0","0","0","0%","1","0","1","1","0","1","0","0","0","0","1"
"06-22-2024","The Chicago Public Education Fund","2,310","0","0","46","46","0","43","","0","3","0","0","0","1","2","0","6.52%","1","0","1","1","0","1","0","0","0","0","1"
"06-23-2024","The Chicago Public Education Fund","2,310","0","0","22","22","0","22","","0","1","0","0","1","0","0","0","4.55%","0","0","0","0","0","0","0","0","0","0","0"
"06-24-2024","The Chicago Public Education Fund","2,310","0","1","655","655","0","530","","0","0","0","0","0","0","0","0","0%","1","1","0","1","1","0","0","0","0","0","1"
"06-25-2024","The Chicago Public Education Fund","2,310","0","1","237","237","0","224","","0","35","4","4","4","0","23","0","14.77%","0","0","0","0","0","0","0","0","0","0","0"
"06-26-2024","The Chicago Public Education Fund","2,310","0","0","100","100","0","92","","0","7","2","0","0","2","3","0","7%","0","0","0","0","0","0","0","0","0","0","0"
"06-27-2024","The Chicago Public Education Fund","2,310","0","0","79","79","0","77","","0","1","0","0","0","0","1","0","1.27%","0","0","0","0","0","0","0","0","0","0","0"
"06-28-2024","The Chicago Public Education Fund","2,310","0","0","48","48","0","48","","0","2","0","1","0","0","1","0","4.17%","0","0","0","0","0","0","0","0","0","0","0"
"06-29-2024","The Chicago Public Education Fund","2,309","-1","0","21","21","0","21","","0","1","0","0","0","1","0","0","4.76%","0","0","0","0","0","0","0","0","0","0","0"
"06-30-2024","The Chicago Public Education Fund","2,309","0","0","19","19","0","18","","0","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"07-01-2024","The Chicago Public Education Fund","2,310","1","0","20","20","0","18","","0","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"07-02-2024","The Chicago Public Education Fund","2,309","-1","0","14,917","15","14,902","13,981","","13,981","0","0","0","0","0","0","0","0%","3,455","292","3,163","5","1","4","3,450","291","3,159","3","3,452"
"07-03-2024","The Chicago Public Education Fund","2,309","0","0","2,388","9","2,379","2,147","","2,135","0","0","0","0","0","0","0","0%","159","14","145","2","0","2","157","14","143","1","158"
"07-04-2024","The Chicago Public Education Fund","2,310","1","0","16","16","0","14","","0","0","0","0","0","0","0","0","0%","2","0","2","2","0","2","0","0","0","0","2"
"07-05-2024","The Chicago Public Education Fund","2,310","0","2","133","133","0","106","","0","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"07-06-2024","The Chicago Public Education Fund","2,310","0","1","117","117","0","107","","0","1","0","0","0","0","1","0","0.85%","0","0","0","0","0","0","0","0","0","0","0"
"07-07-2024","The Chicago Public Education Fund","2,310","0","0","68","68","0","63","","0","4","0","0","1","0","3","0","5.88%","0","0","0","0","0","0","0","0","0","0","0"
"07-08-2024","The Chicago Public Education Fund","2,311","1","0","61","61","0","36","","0","0","0","0","0","0","0","0","0%","0","0","0","0","0","0","0","0","0","0","0"
"07-09-2024","The Chicago Public Education Fund","2,311","0","1","23,388","90","23,298","17,310","","17,190","0","0","0","0","0","0","0","0%","1,281","82","1,199","16","3","13","1,265","79","1,186","4","1,277"
"07-10-2024","The Chicago Public Education Fund","2,312","1","0","21,943","73","21,870","15,875","","15,833","3","0","1","0","1","1","0","0.01%","1,030","57","973","6","2","4","1,024","55","969","1","1,029"
"07-11-2024","The Chicago Public Education Fund","2,311","-1","1","21,674","98","21,576","16,652","","16,606","0","0","0","0","0","0","0","0%","722","42","680","13","1","12","709","41","668","1","721"
"07-12-2024","The Chicago Public Education Fund","2,311","0","2","21,762","138","21,624","16,123","","16,007","2","0","0","0","0","2","0","0.01%","630","33","597","9","3","6","621","30","591","2","628"
"07-13-2024","The Chicago Public Education Fund","2,309","-2","0","24,363","54","24,309","18,064","","18,002","0","0","0","0","0","0","0","0%","774","61","713","7","0","7","767","61","706","1","773"
"07-14-2024","The Chicago Public Education Fund","2,310","1","0","26,389","32","26,357","19,828","","19,815","1","0","0","0","0","1","0","0%","916","60","856","7","2","5","909","58","851","4","912"
"07-15-2024","The Chicago Public Education Fund","2,310","0","2","24,431","389","24,042","19,517","","19,144","0","0","0","0","0","0","0","0%","773","54","719","9","1","8","764","53","711","2","771"
"07-16-2024","The Chicago Public Education Fund","2,310","0","1","20,950","158","20,792","17,233","","17,101","57","8","0","0","0","49","0","0.27%","600","42","558","6","1","5","594","41","553","2","598"
"07-17-2024","The Chicago Public Education Fund","2,311","1","2","20,820","478","20,342","16,470","","16,251","8","4","0","1","0","3","0","0.04%","517","52","465","10","3","7","507","49","458","0","517"
"07-18-2024","The Chicago Public Education Fund","2,310","-1","1","21,305","302","21,003","16,634","","16,496","24","9","2","1","1","11","0","0.11%","564","42","522","7","0","7","557","42","515","2","562"
"07-19-2024","The Chicago Public Education Fund","2,309","-1","1","20,462","157","20,305","16,363","","16,235","43","12","0","1","0","30","0","0.21%","623","66","557","10","4","6","613","62","551","1","622"
"07-20-2024","The Chicago Public Education Fund","2,309","0","0","21,406","102","21,304","16,397","","16,314","4","0","0","0","0","4","0","0.02%","586","39","547","3","1","2","583","38","545","1","585"
"07-21-2024","The Chicago Public Education Fund","2,309","0","0","23,113","60","23,053","17,379","","17,341","6","0","0","0","0","6","0","0.03%","711","57","654","1","0","1","710","57","653","0","711"
"07-22-2024","The Chicago Public Education Fund","2,309","0","2","21,433","266","21,167","16,834","","16,474","1","0","0","1","0","0","0","0%","739","45","694","1","0","1","738","45","693","2","737"
"07-23-2024","The Chicago Public Education Fund","2,309","0","0","20,732","139","20,593","15,836","","15,791","34","14","0","0","0","20","0","0.16%","613","44","569","4","2","2","609","42","567","1","612"
"07-24-2024","The Chicago Public Education Fund","2,309","0","1","21,188","83","21,105","16,578","","16,537","0","0","0","0","0","0","0","0%","592","34","558","2","0","2","590","34","556","0","592"
"07-25-2024","The Chicago Public Education Fund","2,309","0","0","20,171","48","20,123","15,302","","15,278","1","1","0","0","0","0","0","0%","531","34","497","3","1","2","528","33","495","1","530"
"07-26-2024","The Chicago Public Education Fund","2,310","1","2","19,737","503","19,234","15,167","","14,704","2","1","0","0","0","1","0","0.01%","512","38","474","7","1","6","505","37","468","0","512"
"07-27-2024","The Chicago Public Education Fund","2,310","0","0","20,711","132","20,579","15,280","","15,148","215","11","0","0","0","204","0","1.04%","489","35","454","0","0","0","489","35","454","1","488"
"07-28-2024","The Chicago Public Education Fund","2,310","0","0","22,094","50","22,044","16,242","","16,199","23","1","0","0","0","22","0","0.1%","570","52","518","0","0","0","570","52","518","3","567"
"07-29-2024","The Chicago Public Education Fund","2,310","0","2","21,651","94","21,557","15,934","","15,915","18","0","0","0","0","18","0","0.08%","638","36","602","2","1","1","636","35","601","2","636"
"07-30-2024","The Chicago Public Education Fund","2,308","-2","1","20,033","116","19,917","15,761","","15,571","5","2","0","1","0","2","0","0.02%","484","44","440","5","2","3","479","42","437","2","482"
"07-31-2024","The Chicago Public Education Fund","2,309","1","0","22,267","82","22,185","17,796","","17,764","2","0","0","0","0","2","0","0.01%","576","39","537","5","0","5","571","39","532","0","576"
"08-01-2024","The Chicago Public Education Fund","2,309","0","0","21,726","56","21,670","16,971","","16,888","0","0","0","0","0","0","0","0%","528","43","485","1","0","1","527","43","484","3","525"
"08-02-2024","The Chicago Public Education Fund","2,310","1","1","21,143","183","20,960","15,530","","15,395","0","0","0","0","0","0","0","0%","492","37","455","2","0","2","490","37","453","0","492"
"08-03-2024","The Chicago Public Education Fund","2,309","-1","0","22,391","39","22,352","17,282","","17,249","9","3","0","0","0","6","0","0.04%","608","33","575","4","1","3","604","32","572","2","606"
"08-04-2024","The Chicago Public Education Fund","2,309","0","0","24,052","43","24,009","18,250","","18,195","1","0","0","0","0","1","0","0%","626","35","591","5","0","5","621","35","586","1","625"
"08-05-2024","The Chicago Public Education Fund","2,308","-1","0","22,037","47","21,990","17,288","","17,268","0","0","0","0","0","0","0","0%","553","35","518","2","1","1","551","34","517","2","551"
"08-06-2024","The Chicago Public Education Fund","2,310","2","0","22,070","28","22,042","16,670","","16,665","0","0","0","0","0","0","0","0%","647","47","600","7","2","5","640","45","595","1","646"
"08-07-2024","The Chicago Public Education Fund","2,310","0","1","22,221","131","22,090","17,140","","17,110","0","0","0","0","0","0","0","0%","625","35","590","4","1","3","621","34","587","1","624"
"08-08-2024","The Chicago Public Education Fund","2,310","0","1","20,778","59","20,719","16,070","","16,027","1","0","0","0","0","1","0","0%","513","24","489","4","1","3","509","23","486","0","513"
"08-09-2024","The Chicago Public Education Fund","2,310","0","0","19,768","23","19,745","15,678","","15,668","0","0","0","0","0","0","0","0%","561","44","517","3","0","3","558","44","514","1","560"
"08-10-2024","The Chicago Public Education Fund","2,309","-1","0","19,544","18","19,526","15,252","","15,233","0","0","0","0","0","0","0","0%","508","34","474","4","1","3","504","33","471","0","508"
"08-11-2024","The Chicago Public Education Fund","2,309","0","0","21,863","20","21,843","16,277","","16,236","0","0","0","0","0","0","0","0%","716","43","673","4","0","4","712","43","669","4","712"
"08-12-2024","The Chicago Public Education Fund","2,309","0","1","20,477","56","20,421","15,623","","15,604","0","0","0","0","0","0","0","0%","587","42","545","17","4","13","570","38","532","2","585"
"08-13-2024","The Chicago Public Education Fund","2,308","-1","1","20,699","77","20,622","15,729","","15,667","2","2","0","0","0","0","0","0.01%","469","25","444","10","0","10","459","25","434","1","468"
"08-14-2024","The Chicago Public Education Fund","2,309","1","0","7,141","34","7,107","6,339","","6,311","1","0","0","0","1","0","0","0.01%","184","12","172","5","1","4","179","11","168","1","183"
"08-15-2024","The Chicago Public Education Fund","2,308","-1","0","4,120","32","4,088","3,654","","3,636","0","0","0","0","0","0","0","0%","119","8","111","4","0","4","115","8","107","0","119"
"08-16-2024","The Chicago Public Education Fund","2,311","3","0","4,243","90","4,153","3,720","","3,708","0","0","0","0","0","0","0","0%","117","11","106","4","1","3","113","10","103","1","116"
"08-17-2024","The Chicago Public Education Fund","2,310","-1","0","4,038","23","4,015","3,434","","3,402","0","0","0","0","0","0","0","0%","89","6","83","2","1","1","87","5","82","0","89"
"08-18-2024","The Chicago Public Education Fund","2,310","0","0","5,208","19","5,189","4,374","","4,365","0","0","0","0","0","0","0","0%","138","16","122","2","1","1","136","15","121","0","138"
"08-19-2024","The Chicago Public Education Fund","2,310","0","0","4,386","102","4,284","3,684","","3,660","0","0","0","0","0","0","0","0%","121","12","109","2","0","2","119","12","107","1","120"
"08-20-2024","The Chicago Public Education Fund","2,310","0","0","4,306","16","4,290","3,618","","3,595","0","0","0","0","0","0","0","0%","95","6","89","0","0","0","95","6","89","0","95"
"08-21-2024","The Chicago Public Education Fund","2,310","0","1","4,305","26","4,279","3,660","","3,648","0","0","0","0","0","0","0","0%","117","15","102","2","0","2","115","15","100","0","117"
"08-22-2024","The Chicago Public Education Fund","2,310","0","0","4,731","14","4,717","4,003","","3,982","0","0","0","0","0","0","0","0%","171","20","151","2","0","2","169","20","149","0","171"
"08-23-2024","The Chicago Public Education Fund","2,309","-1","0","4,139","15","4,124","3,521","","3,493","0","0","0","0","0","0","0","0%","156","11","145","4","1","3","152","10","142","0","156"
"08-24-2024","The Chicago Public Education Fund","2,310","1","0","4,899","16","4,883","3,975","","3,961","0","0","0","0","0","0","0","0%","159","8","151","1","0","1","158","8","150","0","159"
"08-25-2024","The Chicago Public Education Fund","2,309","-1","0","4,906","17","4,889","4,046","","4,046","0","0","0","0","0","0","0","0%","173","8","165","1","0","1","172","8","164","0","173"
"08-26-2024","The Chicago Public Education Fund","2,308","-1","1","4,890","101","4,789","3,887","","3,821","0","0","0","0","0","0","0","0%","172","10","162","2","0","2","170","10","160","0","172"
"08-27-2024","The Chicago Public Education Fund","2,306","-2","6","4,137","297","3,840","3,450","","3,299","1","1","0","0","0","0","0","0.02%","186","15","171","7","1","6","179","14","165","4","182"
"08-28-2024","The Chicago Public Education Fund","2,306","0","0","3,742","183","3,559","3,054","","2,971","42","6","0","1","1","34","0","1.12%","164","12","152","3","0","3","161","12","149","0","164"
"08-29-2024","The Chicago Public Education Fund","2,306","0","0","4,131","234","3,897","3,407","","3,376","7","1","0","0","0","6","0","0.17%","154","5","149","1","0","1","153","5","148","0","154"
"08-30-2024","The Chicago Public Education Fund","2,306","0","0","4,398","110","4,288","3,660","","3,630","3","0","0","0","0","3","0","0.07%","196","18","178","1","0","1","195","18","177","1","195"
"08-31-2024","The Chicago Public Education Fund","2,307","1","0","3,157","33","3,124","2,741","","2,711","2","0","0","0","0","2","0","0.06%","126","11","115","1","0","1","125","11","114","0","126"
"09-01-2024","The Chicago Public Education Fund","2,307","0","0","10","10","0","9","","0","1","0","0","0","0","1","0","10%","3","0","3","3","0","3","0","0","0","0","3"
"09-02-2024","The Chicago Public Education Fund","2,307","0","0","10,549","9","10,540","8,398","","8,384","0","0","0","0","0","0","0","0%","1,121","47","1,074","4","1","3","1,117","46","1,071","7","1,114"
"09-03-2024","The Chicago Public Education Fund","2,308","1","0","12,742","9","12,733","10,053","","10,053","0","0","0","0","0","0","0","0%","1,273","55","1,218","0","0","0","1,273","55","1,218","1","1,272"
"09-04-2024","The Chicago Public Education Fund","2,307","-1","1","13,568","57","13,511","10,590","","10,583","0","0","0","0","0","0","0","0%","1,379","56","1,323","8","0","8","1,371","56","1,315","1","1,378"
"09-05-2024","The Chicago Public Education Fund","2,307","0","1","13,433","35","13,398","10,343","","10,321","1","0","0","0","1","0","0","0.01%","1,275","91","1,184","1","1","0","1,274","90","1,184","2","1,273"
"09-06-2024","The Chicago Public Education Fund","2,307","0","0","12,385","26","12,359","9,529","","9,513","0","0","0","0","0","0","0","0%","1,159","71","1,088","5","1","4","1,154","70","1,084","0","1,159"
"09-07-2024","The Chicago Public Education Fund","2,308","1","0","14,083","59","14,024","10,618","","10,536","0","0","0","0","0","0","0","0%","1,323","74","1,249","28","14","14","1,295","60","1,235","2","1,321"
"09-08-2024","The Chicago Public Education Fund","2,308","0","0","14,450","33","14,417","10,931","","10,921","0","0","0","0","0","0","0","0%","1,284","71","1,213","9","3","6","1,275","68","1,207","2","1,282"
"09-09-2024","The Chicago Public Education Fund","2,308","0","0","13,055","15","13,040","10,115","","10,115","0","0","0","0","0","0","0","0%","1,195","59","1,136","5","3","2","1,190","56","1,134","2","1,193"
"09-10-2024","The Chicago Public Education Fund","2,310","2","0","13,106","180","12,926","10,085","","10,083","0","0","0","0","0","0","0","0%","1,222","75","1,147","3","0","3","1,219","75","1,144","2","1,220"
"09-11-2024","The Chicago Public Education Fund","2,310","0","1","12,364","89","12,275","9,914","","9,767","3","1","0","0","0","2","0","0.02%","904","57","847","3","2","1","901","55","846","2","902"
"09-12-2024","The Chicago Public Education Fund","2,311","1","0","11,088","31","11,057","8,778","","8,750","2","2","0","0","0","0","0","0.02%","846","39","807","3","1","2","843","38","805","0","846"
"09-13-2024","The Chicago Public Education Fund","2,311","0","0","11,565","14","11,551","8,899","","8,899","0","0","0","0","0","0","0","0%","845","40","805","0","0","0","845","40","805","0","845"
"09-14-2024","The Chicago Public Education Fund","2,312","1","0","12,341","27","12,314","9,385","","9,378","0","0","0","0","0","0","0","0%","914","51","863","0","0","0","914","51","863","1","913"
"09-15-2024","The Chicago Public Education Fund","2,310","-2","0","13,482","44","13,438","10,622","","10,604","0","0","0","0","0","0","0","0%","1,040","52","988","0","0","0","1,040","52","988","5","1,035"
"09-16-2024","The Chicago Public Education Fund","2,310","0","0","12,959","8","12,951","10,384","","10,371","0","0","0","0","0","0","0","0%","1,002","61","941","1","0","1","1,001","61","940","1","1,001"
"09-17-2024","The Chicago Public Education Fund","2,310","0","0","12,341","28","12,313","10,114","","10,114","0","0","0","0","0","0","0","0%","922","58","864","2","0","2","920","58","862","2","920"
"09-18-2024","The Chicago Public Education Fund","2,310","0","1","11,931","121","11,810","9,499","","9,387","0","0","0","0","0","0","0","0%","921","50","871","1","1","0","920","49","871","3","918"
"09-19-2024","The Chicago Public Education Fund","2,311","1","0","11,382","50","11,332","9,208","","9,152","19","1","0","0","1","17","0","0.17%","838","39","799","0","0","0","838","39","799","2","836"
"09-20-2024","The Chicago Public Education Fund","2,316","5","1","11,016","54","10,962","8,888","","8,846","0","0","0","0","0","0","0","0%","913","48","865","14","1","13","899","47","852","1","912"
"09-21-2024","The Chicago Public Education Fund","2,316","0","0","12,612","31","12,581","9,577","","9,572","5","1","0","0","0","4","0","0.04%","984","59","925","4","1","3","980","58","922","2","982"
"09-22-2024","The Chicago Public Education Fund","2,316","0","0","12,680","17","12,663","9,310","","9,310","3","0","0","0","0","3","0","0.02%","1,075","44","1,031","1","0","1","1,074","44","1,030","1","1,074"
"09-23-2024","The Chicago Public Education Fund","2,315","-1","0","10,850","40","10,810","8,390","","8,375","0","0","0","0","0","0","0","0%","921","18","903","4","2","2","917","16","901","0","921"
"09-24-2024","The Chicago Public Education Fund","2,316","1","0","10,967","35","10,932","8,323","","8,309","0","0","0","0","0","0","0","0%","900","18","882","3","1","2","897","17","880","0","900"
"09-25-2024","The Chicago Public Education Fund","2,315","-1","1","10,719","63","10,656","8,544","","8,495","0","0","0","0","0","0","0","0%","863","48","815","2","0","2","861","48","813","2","861"
"09-26-2024","The Chicago Public Education Fund","2,315","0","0","10,705","17","10,688","8,522","","8,506","2","0","0","1","1","0","0","0.02%","891","30","861","0","0","0","891","30","861","7","884"
"09-27-2024","The Chicago Public Education Fund","2,314","-1","3","11,047","60","10,987","8,833","","8,818","0","0","0","0","0","0","0","0%","904","26","878","1","1","0","903","25","878","5","899"
"09-28-2024","The Chicago Public Education Fund","2,316","2","0","11,872","32","11,840","9,839","","9,835","0","0","0","0","0","0","0","0%","925","51","874","0","0","0","925","51","874","5","920"
"09-29-2024","The Chicago Public Education Fund","2,316","0","0","12,591","22","12,569","10,180","","10,175","1","0","0","0","0","1","0","0.01%","989","56","933","0","0","0","989","56","933","2","987"
"09-30-2024","The Chicago Public Education Fund","2,317","1","0","13,062","121","12,941","10,561","","10,557","0","0","0","0","0","0","0","0%","1,013","40","973","1","0","1","1,012","40","972","2","1,011"
"10-01-2024","The Chicago Public Education Fund","2,316","-1","3","13,013","117","12,896","10,455","","10,402","1","0","0","0","0","1","0","0.01%","1,002","38","964","3","3","0","999","35","964","3","999"
"10-02-2024","The Chicago Public Education Fund","2,316","0","0","11,599","58","11,541","9,647","","9,588","3","1","0","0","2","0","0","0.03%","915","53","862","1","0","1","914","53","861","1","914"
"10-03-2024","The Chicago Public Education Fund","2,316","0","3","11,312","283","11,029","9,817","","9,654","0","0","0","0","0","0","0","0%","942","46","896","5","0","5","937","46","891","1","941"
"10-04-2024","The Chicago Public Education Fund","2,316","0","0","11,768","119","11,649","9,961","","9,899","25","7","0","0","1","17","0","0.21%","941","46","895","15","2","13","926","44","882","2","939"
"10-05-2024","The Chicago Public Education Fund","2,316","0","0","4,156","48","4,108","3,867","","3,827","2","2","0","0","0","0","0","0.05%","308","17","291","0","0","0","308","17","291","1","307"
"10-06-2024","The Chicago Public Education Fund","2,316","0","0","4,571","124","4,447","4,251","","4,235","1","1","0","0","0","0","0","0.02%","334","16","318","6","2","4","328","14","314","0","334"
"10-07-2024","The Chicago Public Education Fund","2,316","0","2","13,415","395","13,020","11,165","","10,909","0","0","0","0","0","0","0","0%","1,135","55","1,080","5","1","4","1,130","54","1,076","2","1,133"
"10-08-2024","The Chicago Public Education Fund","2,315","-1","6","14,690","495","14,195","12,232","","12,097","150","12","0","2","0","136","0","1.02%","1,280","71","1,209","12","2","10","1,268","69","1,199","6","1,274"
"10-09-2024","The Chicago Public Education Fund","2,316","1","1","12,594","332","12,262","10,485","","10,276","55","10","0","1","2","42","0","0.44%","1,107","52","1,055","1","0","1","1,106","52","1,054","1","1,106"
"10-10-2024","The Chicago Public Education Fund","2,319","3","1","14,584","802","13,782","12,225","","11,638","155","11","0","0","0","144","0","1.06%","1,862","236","1,626","554","179","375","1,308","57","1,251","18","1,844"
